id,name
14220,Ōtara Knoll
7397,Ōtaramarae Bay
34423,Ōtara Point
34424,Ōtara Point
34425,Ōtara Point
34422,Ōtara Point
34443,Ōtarapō Stream
34426,Ōtara River
34427,Ōtara Stream
34431,Ōtara Stream
34432,Ōtara Stream
34429,Ōtara Stream
34430,Ōtara Stream
34447,Ōtarawao Bay
34462,Ōtaua
34464,Ōtaua River
34465,Ōtaua Stream
54578,Otauira Pā
58801,Ōtaupiri
34479,Ōtautau Stream
7398,Ōtautū Bay
34488,Ōtāwaiwai Stream
34489,Ōtawakepaka Stream
34496,Ōtāwhau Stream
58718,Ōteauau
34513,Ōtehe / Crayfish Point
57949,Ō Te Heke
58851,Ōtehika
58621,Ōtehoko
58783,Ō-te-horua-a-Te-Puhituia
55588,Ōtemataraha Lake
55688,Ōtemataraha Wetland
57980,Ō te matua
58803,Ōteraia
34544,Ōterāwhanga
34547,Ōterei
34548,Ōterei River
54715,Ōtere River
58739,Ōterokonui
58485,Ōtewā
54716,Ōtimataura Creek
34568,Ōtira River
4316,Ōtokitoki / Gollans Bay
34590,Ōtoko River
58379,Ōtokotoko
34597,Ōtonga Point
34603,Ōtōpōtehetehe Lake
58486,Ōtorohanga
58071,Ōtorohanga District
34615,Ōtoto Stream
58625,Ōtū
34637,Ōtuauri
34627,Otū Bay
58343,Ōtūherekio
34648,Ōtūhira Stream
54895,Ōtūmahana
55719,Otūmaikuku
7399,Ōtūmarokura Bay
7400,Ōtūmarokura Point
54892,Otūmoetai
54644,Otūmoetai Beach
54893,Otūmoetai Channel
54894,Otūmoetai Pā
56652,Otūmūtū
34690,Ōtūpōhatu
58813,Ōtūpuahiri
4327,Ōturaki Creek
58380,Ōtūtohukai
55066,Ōtutu Bush
55462,Otūwairoa Stream
34731,Otūwhero Inlet
34732,Otūwhero River
54495,Ōueariu
34745,Ōuewheki
58806,Ōuruwera
58755,Ōuruwera
54556,Ōwairaka
34790,Ōwaka River
34799,Ōweka Stream
34816,Ōwhakarotu Stream
34824,Ōwhango
34831,Ōwhata
34832,Ōwhata
4346,Ōwhata
34834,Ōwhata Stream
7401,Ōwhatiura Bay
34846,Ōwhiro
34848,Ōwhiro Bay
4349,Ōwhiro Bay
34849,Ōwhiro Stream
34850,Ōwhiro Stream
34851,Ōwhiro Stream
59763,Paekākā
58814,Paekākāpō
34906,Paekākāriki
54455,Paekākāriki Hill
54399,Paekākāriki Hill
55212,Paengarēhia / Twilight Beach
7540,Paepae-o-Tū / Bream Tail
34962,Pāhakorea Point
4378,Pāhaoa
55539,Pāhaoa Canyon
4379,Pāhaoa River
34971,Pāharakeke Stream
4381,Pāhātea / Durden Hill
59405,Pā Hill
34874,Pā Hill Stream
55067,Pāhoka Bush
35019,Paikākaho
54912,Pākā Bay
59764,Pākaraka
35066,Pākawau
35067,Pākawau Creek
35068,Pākawau Inlet
58344,Pākererū
10579,Pākira Nunatak
35126,Pākōwhai Stream
35125,Pākōwhai Stream
59765,Pākuku Stream
35133,Pākuratahi
35134,Pākuratahi Forks
35135,Pākuratahi River
54509,Pākuratahi Stream
35191,Pangatōtara
14689,Pānia Reef
14690,Pānia Rock
58648,Pānui-o-Hau
35247,Papakōhatu Island / Crusoe Island
4422,Papakōwhai
58654,Papatīeke
35345,Papatōrea
59519,Papatū
57213,Papawhitu Pā
58922,Pāpōkeka Stream
7532,Pārae Karetu
54573,Paratītahi Tarns
4460,Pāremoremo
57500,Pārengarenga Canyons
35509,Pārengarenga Harbour
35510,Pārengarenga Pā
56607,Pārera Pond
35572,Paritū
14700,Paritū Basin
14701,Paritū Gap
54703,Paritū Trough
35670,Pātakanui Stream / Grannys Creek
35673,Pātangata
35685,Pātea
57648,Pātea
14706,Pātea Banks
35686,Pātea Dam
35687,Pātea River
58631,Pātere
35711,Pātiki Stream
56606,Pātiotio Gap
35716,Pātītī Island / Banded Island
35717,Pātītī Point
59187,Pātītī Scenic Reserve
58685,Pātituna
55714,Patuhā Scenic Reserve
57803,Patupō
35756,Pātūtahi
4521,Pāuakaiwawe / McLarens Bay
4526,Pāuatahanui
4528,Pāuatahanui Stream
55479,Pēhiakura
55480,Pēhiakura Lake
57309,Peketā
7409,Pigeon Island/Wāwāhi Waka
7408,Pig Island/Mātau
58845,Pīkaroro
58616,Pīkōau
36176,Pīpiko Stream
36202,Pīrauau
4643,Pīreka / Low Neck Bay
58125,Piripāua
36246,Pītoitoi Point
59756,Pōhā Hill
36327,Pōhara
36328,Pōhara Beach
4665,Pōhatu / Flea Bay
36336,Pōhatuhatununui Stream
36338,Pōhatukura
58083,Pōhaturoa
36332,Pōhatu Stream
36345,Pōhoenui Stream
57601,Poho ō Tairea
58345,Poho Tārewa
36358,Pōhue Stream
58812,Pōhuruhuru
4673,Pōhutukawa Stream
58868,Pōhutuwai
58126,Point Ellis / Ōtara Point
58699,Pōkaikōkō
36411,Pōkaiwhenua Stream
36420,Pōkeno
55461,Pōkino Kainga
36441,Pōkurakura Point
36461,Pōmare
10594,Pōnui Nunatak
36523,Pōpōtai Island
36530,Pōrangahau
55540,Pōrangahau Ridge
36531,Pōrangahau River
36532,Pōrangahau Stream
55541,Pōrangahau Trough
4706,Port Ōhope
36591,Port Pūponga
4707,Port Whangārei
59830,Port Whangārei
36628,Pōtaka
36637,Pōtātua Stream
57787,Pōteriteri
36667,Pouawhāriki Stream
58035,Pouhōkio Stream
7412,Pourākau Bay
54493,Poutākoro Head
58088,Pōwhaturoa
36840,Pūangiangi Island
10600,Pūanu Glacier
36868,Pūerua
36869,Pūerua River
36870,Pūerua River Deviation
36874,Pūhā
58717,Pūharakeke
36918,Pūkākaho Stream
55722,Pūkākā / Marsland Hill
14221,Pūkākī Bank
54704,Pūkākī Canyon
14222,Pūkākī Rise
54705,Pūkākī Saddle
14173,Pūkākī Seachannel
36931,Pūkaroronui
36930,Pūkaroro Rock
36977,Pukehīnau
4794,Pukehīnau / Shellback Stream
57209,Puke-i-Āki-Rangi
37017,Pukekākā
56608,Pūkeko Pond
37076,Pukemānuka
37077,Pukemānuka Stream
54562,Puketāpapa
54972,Puketī Forest
37259,Puketī Point
37266,Puketītī
49347,Puke Toropā Mountain
54561,Pukewīwī
37342,Pūkio
55511,Pūkio Stream
58777,Pūkorokio
54766,Pūkorokoro Hill
54649,Pūkorokoro / Miranda
54891,Pūkorokoro / Miranda Hot Springs
54890,Pūkorokoro / Miranda Hot Springs
54767,Pūkorokoro Stream
54516,Punakērua Beach
37431,Pūniu River
4857,Pūotewheke / Scuffle Island
37439,Pūponga
4858,Pūponga Point
54510,Pūrahoitangihia
4860,Pūrākaunui
37463,Pūrākaunui Bay
4861,Pūrākaunui Bay
4862,Pūrākaunui Creek
4863,Pūrākaunui Inlet
54717,Puramāhoi
37481,Pūrehurehu Point
54718,Puremāhaia River
37501,Pūriri Bay
37507,Pūroa Point
37515,Puruhāua Stream
37537,Pūtangirua Pinnacles
37538,Pūtangirua Stream
37545,Putāruru
4878,Pūtoetoe
55542,Pūtoto Seamount
37571,Pūwhakaoho Stream
54580,Queen Charlotte Sound / Tōtaranui
7422,Rāhuiroa Bay
37785,Rākaiwhaia Ridge
37787,Rākau
37791,Rākaukākā
37802,Rākaunui Stream
37804,Rākauroa
54601,Rākauroa / Torrent Bay
54975,Rākautao Forest
14223,Rakitū Canyon
37859,Rāmeka Creek
4941,Rāngaiika
54521,Rangiātaahua
37960,Rangitāne Bay
37981,Rangitīkei River
38005,Rangitūmau
38004,Rangitūmau
4970,Rānui
4971,Rānui Railway Station
38026,Rānui Stream
38036,Rāpaki Bay
7425,Rāpatu Bay
38060,Rārangi
38091,Rātā Hill
38103,Rātana
38136,Raukūmara
55545,Raukūmara Plain
38138,Raukūmara Range
38312,Reef Point / Tūkari Point
55546,Rēinga Basin
55547,Rēinga Ridge
38530,Rip and Tear Pākihi
49356,Riu ō Te Ata Valley
54955,Rotomā Forest
54602,Rotopōhueroa / Lake Constance
39007,Ruakākā
39008,Ruakākā Bay
54995,Ruakākā Forest
39009,Ruakākā River
55395,Ruakākā Scenic Reserve
39010,Ruakākā Stream
39011,Ruakākā Stream
58961,Ruakōkopu
39022,Ruakōkoputuna
5194,Ruakōkoputuna River
7434,Ruakōpū Bay
55213,Ruakōura / Perpendicular Point
54994,Ruatōria Forest
14224,Ruatōria Knoll
14767,Ruatōria Re-entrant
14768,Ruatōria Scarp
39141,Rūnanga Lake
39142,Rūnanga Pā
5221,Rūrima Island
14778,Rūrima Ridge
39601,Seaward Kaikōura Range
13997,Second Water Creek / Waipāpaku
7438,Ship Cone/Ōtaupiri
7442,Southern Alps/Kā Tiritiri o te Moana
40318,South Ōhau River
14225,South Paritū Ridge
5520,Spy Glass Point / Piripāua
7277,Stillwater-Ngākawau Line
41124,Tāheke Stream
41123,Tāheke Stream
41133,Tāhere Stream
54978,Tahorakurī Forest
54930,Tāhoro / Union Bay
41146,Tāhuahua
55223,Tāhuahua-Paopao-Karoro Island
41159,Tāhunanui
41160,Tāhunanui Beach
7444,Tahunapō Bay
7445,Tāhunaroa Beach
58353,Tāhunatōrea
54711,Taipō Creek
41233,Taipō Minor
41235,Taipō River
41244,Taipū Stream
41252,Taitā
5716,Taitā Railway Station
56612,Takahē Nunatak
41276,Tākaka
57159,Tākaka Hill Saddle
41277,Tākaka River
54603,Takapōtaka / Attempt Hill
58354,Takapūneke
14835,Tākapu Rock
5733,Takapūwāhia
5734,Takatū Head
5735,Takatū Point
58384,Take Kārara
54499,Tākerehaka Historic Reserve
41371,Tākou Bay
41370,Tākou Bay
5744,Tākou River
41373,Tākou Stream
55840,Tāmaki
5750,Tāmaki Railway Station
41394,Tāmaki Strait
41414,Tāmihau Island
41418,Tāmurehaua Stream
41424,Tāneatua
7282,Tāneatua Branch
54979,Tāneatua Forest
41425,Tāneatua Stream
41431,Tānekaha Creek
41441,Tāngarākau
54980,Tāngarākau Forest
41442,Tāngarākau Gorge
41443,Tāngarākau River
41452,Tāngawhīnau Stream
59585,Tāpapanui
41532,Tāpapaweka Point
41537,Tāpatu Stream
5775,Tāpoa / Erskine Point
55581,Tāpui-o-te-uira
41578,Tāpui Pā
41616,Tarakaipā Island
10659,Tarakākā Peak
54987,Tārere Forest
58840,Tārere-ki-whenua-uta
41713,Tārewarewa Stream
54498,Tātaiāhape
41767,Tatapōuri
41766,Tatapōuri
41768,Tatapōuri Point
55713,Tataraimaka / St George’s Redoubt Historic Reserve
56626,Tataraimaka Urupā Historic Reserve
41774,Tātaramoa Stream
58429,Tātara Reef
7223,Tātāwhākā Creek
58712,Tā-te-kākāpō
41791,Tātuaotemaumu
55611,Tauira Mateāwhā
41819,Taumānuka
41845,Taumataokaretū
41853,Taumatapātītī
5847,Taumatawhakatangihangakōauauotamateapōkaiwhenuakitānatahu
58702,Tau-o-te-kāeaea
54465,Tauparikākā Marine Reserve
41913,Taupō
41914,Taupō Bay
41915,Taupō Bay / West Bay
5854,Taupō Creek
41917,Taupō Hill
41918,Taupō Point
54632,Taupō Point
41919,Taupō Stream
41920,Taupō Stream
41921,Taupō Swamp
41946,Tauranga Taupō River
42025,Tauwharepārae
55771,Tāwakewake Island / The Queen
42069,Tāweka Stream
7454,Tāwhakarere Bay
42079,Tāwhanga
5881,Tāwharanui
10237,Tāwharanui Marine Reserve
5882,Tāwharanui Peninsula
42089,Tāwhiriwaimānuka Stream
42090,Tāwhiroko Point
54639,Tawhitikurī / Goat Point
57897,Tāwhitiwhitiroro
59384,Teacup Island / Tūkoro
54557,Te Ahi-kā-a-Rakataura
42168,Te Ākau
5902,Te Ākau / Black Beach
42172,Te Ākau Point
42170,Te Ākau Point
42171,Te Ākau Point
42173,Te Ākau Point
42174,Te Ākau South
42175,Te Ākau Stream
42176,Te Ākau Stream
54595,Te Anamāhanga / Port Gore
42213,Te Āpiti
42224,Te Ārai River
57504,Te Ara-o-Tūrongo
55433,Te Ara Tāiko Nature Reserve
7455,Te Ārero Bay
5914,Te Atatū Peninsula
42254,Te Atatū South
58050,Te Awa-o-Tū / Thompson Sound
42298,Te Āwhā Stream
42310,Te Hāpara
42312,Te Hapū
42313,Te Hāpua
42314,Te Hāpua Bay
58044,Te Hāpua / Sutherland Sound
7541,Te Hāwere-a-Maki / Goat Island
10243,Te Hāwere-a-Maki / Goat Island Scientific Reserve
42328,Te Hēkawa Point
10240,Te Heru o Tūreia Historic Reserve
7458,Te Hīnau Bay
60017,Te Horohoroinga-o-ngā-ringa-o-Kahumatamomoe
54454,Te Ika-a-Māui
58362,Te Iringa-patu-pāraoa-o-Te-Rangitaurewa
57722,Te Iwi o Pātea
54924,Te Kā-a-Maki / Jackie Hill
58767,Te Kāika-o-Niho
58794,Te Kāika-o-te-kēroa
58700,Te Kāika-o-te-takahea
42477,Te Kākaho Island
58680,Te Kākahu-o-Tamatea
42474,Te Kākā Stream
56586,Tekapō Ridge
7461,Te Kāramuramu Bay
54440,Te Kārearea Peak
58694,Te Kauwāroa
55572,Te Kawa-o-Tāwhaki
58615,Te Kōhaka-o-Te-Ruru
55221,Te Kōhanga / Shipwreck Bay
58732,Te Kōkō
7462,Te Kōpiha Bay
54563,Te Kōpuke
42610,Te Kōpuru
42611,Te Kōpuru Point
58701,Te Kora-o-Tū
42622,Te Kotingaomōkaituatini
7463,Te Koutū Wetland
58386,Te Kōwhai
42638,Te Kōwhai Stream
58492,Te Kūiti
58387,Te Kurī
58608,Te Kurī
42655,Te Kurī
57923,Te Kurī a Kopuwai
54443,Te Kurī-a-Paoa Seamount
10241,Te Kuri a Paoa/Young Nick’s Head National Historic Reserve
42665,Te Māhia
42692,Te Māngai Stream
42701,Te Mānuka
42715,Te Mārua
58364,Te Mata Hāpuka
7464,Te Matahī Lagoon
42736,Te Matatū
58790,Te Māui
58613,Te Māuiui-kōhaka-o-Te-Ruru
55465,Te Māunu a Tū Bluff
55718,Te Mōrere Pā
58852,Te Motu-kāika-kurī
58622,Te Motutūroro
58085,Te Ngāherehere-o-Kohukohunui Forest
58785,Te Nohoaka-o-Tū
58691,Te Nohoaka-o-Tū
58821,Te Onepakakē
55202,Te Oneroa-a-Tōhē / Ninety Mile Beach
42839,Te Pākeka Point
59514,Te Pākira
57832,Te Papanui o Tū
58614,Te Paparoa-o-Tū
42864,Te Pātītī Stream
42866,Te Patukōura
57921,Te Poho Tārewa
42892,Te Pōhue
6026,Te Pōhue
7469,Te Pōhue Bay
7470,Te Pōhue Bay
6027,Te Pōhue / Camp Bay
42906,Te Pōrere Redoubt Lower
42907,Te Pōrere Redoubt Upper
58089,Te Pounui-o-Peretū
57854,Te Puhi ā Noa
57901,Te Pūkārehu o te ahi a Tamatea
54568,Te Punawai Pā
54496,Te Purenga-o-Tāneatua Stream
58053,Te Rā / Dagg Sound
58886,Te Rāpaki-o-Te Rakiwhakaputa
7472,Te Rātā Bay
43020,Te Rātā Creek
7473,Te Raupōroa Beach
58590,Te Rereka-o-Māui
54415,Te Rite-a-Kawharu Pā
6073,Te Tāhuna o Rangataua
7528,Te Tāpiri
58692,Te Tapuwae-o-Māui
54535,Te Tātua-a-Riukiuta
55489,Te Teoteo Pā
7478,Te Tī Bay
55575,Te Toka-a-Kōraria
43203,Te Tōwaka Bay / Burnside Bay
6084,Te Umukurī / Wellers Rock
58884,Te Upoko-o-Kurī / Witch Hill
7526,Te Urenui Pā
6093,Te Waikoropupū River
7200,Te Waikoropupū Springs
9261,Te Waikoropupū Springs Scenic Reserve
57797,Te Wai ō Hinetū
54525,Te Waka-o-Ngārangikataka Ridge
55598,Te Whakahūhi Stream
58370,Te Whakatakanga-o-te-ngārehu-o-te-ahi-a-Tamatea
58391,Te Whanga-a-Te-Kōkō
6111,Te Whetū Kairangi Ridge
43390,Te Wīriki Stream
7483,The Bluff/Motupōhue
57884,Tīhaka
6276,Tīheru Island
43999,Tīheru Island / The Dog
44021,Tikimāeroero Point
44055,Tikotātahi Bay
44067,Tīmaru Redoubt
44068,Tīmaru River
44070,Tīmaru Stream
44069,Tīmaru Stream
44110,Tīnui
44111,Tīnui Hill
44112,Tīnui Island
44113,Tīnui River
54416,Tīpare Island
44138,Tīrau
44137,Tīrau
44139,Tīrau Bay
44140,Tīraumea
44141,Tīraumea River
44142,Tīraumea River
44143,Tīraumea Saddle
44144,Tīraumea Stream
58943,Tirohanga Hukapō
6308,Tītahi Bay
44187,Tītahi Bay
59962,Tītahi Creek
55482,Tītī
54564,Tītīkōpuke
6313,Tītī / Muttonbird Islands
14867,Tītokarua Reef
44219,Tītoki Bay
44267,Tohorā Pirau
44276,Tōiro Stream
58372,Toitū
54606,Tokangawhā / Split Apple Rock
54638,Toka Pōtaka Rock
44316,Tokatā
44359,Tokomāpuna / Barrett Reef
44360,Tokomāpuna Island / Aeroplane Island
44421,Tongapōrutu
44422,Tongapōrutu River
44467,Tōrea Rocks
44474,Tōrere
44475,Tōrere River
44496,Toropūihi Creek
55078,Tōtara Bush
44523,Tōtara Creek
44525,Tōtara Flats
44529,Tōtara Lagoon
44561,Tōtaranui
57124,Tōtaranui
44562,Tōtaranui Beach
44563,Tōtaranui Stream
44565,Tōtaranui Stream
44566,Tōtaranui Stream
44531,Tōtara Park
44536,Tōtara River
44537,Tōtara River
44538,Tōtara Rocks
44540,Tōtara Saddle
44555,Tōtara Stream
44546,Tōtara Stream
44557,Tōtara Stream
44558,Tōtara Stream
44554,Tōtara Stream
44556,Tōtara Stream
6380,Tōtara Vale
44635,Treble Tree Point / Ōtūhoto
7486,Tuarāhiwiroa Point
6430,Tū Āraiawa Island / Fin Island
55079,Tūhoe Forest
44775,Tūhua
44779,Tūī
44783,Tūī Glen
14226,Tūī Seamount
10684,Tūkeri Peak
7487,Tūmoana Bay
7488,Tūmoana Point
14883,Tūmokemoke Knoll
44832,Tūmokonui
44872,Tūngutungtu Stream
44882,Tūnoamai Point
6458,Tunupō
6459,Tunupō Creek
44895,Tūpāroa
57609,Tūparutūtae
58855,Tūrakarākau
44913,Tūranganui
57208,Tūranganui-a-Kiwa / Poverty Bay
54444,Tūranganui Knoll
44915,Tūranganui River
44914,Tūranganui River
44916,Tūranganui River East Branch
44917,Tūranganui River West Branch
59777,Tūranganui Valley
6469,Tūrangi
44922,Tūrere Stream
6472,Turihauā
44923,Turihauā Point
59399,Turihauā Reef
6473,Turihauā Stream
57659,Tūtae kāwetoweto
44988,Tūtaekurī River
2738,Tūtaepatu Lagoon
45003,Tūtaepāwhati Bay
45014,Tūtaewhakapiki
58392,Tūtakahikura
45017,Tūtaki
45018,Tūtaki River
45019,Tūtaki River East Branch
45020,Tūtaki River West Branch
59589,Tūtāmoe
14887,Tūtānekai Rock
45025,Tūtara
55225,Tūtātarakihi
6501,Tūteremoana
45032,Tūtoko River
45045,Tutukākā Head / South Gable
54630,Tūtūmāpou Hill
45131,Ūawa River
45151,Umuhāpuku Stream
45165,Umukōkako Stream
45166,Umukororā Bay
45168,Umukurī
45169,Umukurī Bay
45171,Umukurī Stream
57610,Ūpokororo
45229,Upper Ātiamuri
45242,Upper Kawhātau
45245,Upper Mangatāwhiri Dam
45246,Upper Mangatāwhiri Reservoir
45247,Upper Mātakitaki
45258,Upper Tākaka
55557,Urutī Basin
45306,Urutī Bay
6559,Urutī Point
55558,Urutī Ridge
45378,Victory Island / Moutītī
45424,Waengapū
45429,Waerengaokurī
45432,Waewaepā Range
45458,Wāhingamuku
55603,Wai ā-kake Stream
45490,Waiāraikau Stream
45585,Waihāhā
45586,Waihāhā River
45650,Waihī Beach
45652,Waihī Creek
45661,Waihī Point
45694,Waihīrere
45702,Waihīrere Stream
6643,Waihīrere Stream
45701,Waihīrere Stream
45703,Waihīrere Waterfall
45663,Waihī River
45681,Waihī Stream
45728,Waihōpai
45730,Waihōpai Dam
45731,Waihōpai River
6646,Waihōpai Saddle Stream
55002,Waikaiā Bush
58859,Waikākahi
45825,Waikākaho River
45827,Waikākaramea Bay
45830,Waikākāriki Stream
45821,Waikākā Stream
54726,Waikārapi Lagoon
45878,Waikaretāheke River
7492,Waikererū Bay
45983,Waikōau River
45985,Waikōau River North Branch
55704,Waikōhatu Stream
46019,Waikōpiro Stream
58828,Waikōtuku
58748,Waikōwhai
46076,Waikūkūpa River
46087,Waimā
46088,Waimā
59402,Waimā Cove
55003,Waimā Forest
6698,Waimangō Point
6699,Waimangō Stream
58842,Waimānu
46159,Waimārama
58469,Waimā River
46090,Waimā River
46092,Waimā Stream
46170,Waimatā
46181,Waimātaitai Stream
46177,Waimatā Stream
46173,Waimatā Stream
46093,Waimā Valley
7497,Wainīkau Bay
7498,Waiōhewa Beach
46469,Waiotū Stream
59780,Waipaekākā
46492,Waipahī River
57919,Waipāpapa
57212,Waipārā Stream
58865,Waipārera
46480,Waipā River
58684,Waipāteke
58375,Waipātiki
54515,Waipātiki Beach
6782,Waipātiki Beach
54513,Waipātiki Stream
46668,Waipōhatuhatu Stream
46666,Waipōhatu Stream
55460,Waipokapū Stream
58619,Waipōuri
55010,Waipū Gorge Forest
46764,Wairākai Stream
46767,Wairākau Bay
46809,Wairau Pā
51154,Wairaupō
46819,Wairaurāhiri River
6800,Wairēinga / Bridal Veil Falls
9906,Wairēinga Scenic Reserve
46897,Wairoa Pā
46985,Waitāhuna River
6812,Waitākere
6813,Waitākere Bay
47008,Waitākere Ranges
47009,Waitākere Reservoir
6815,Waitākere River
47010,Waitākere Stream
56640,Waitangitāhuna River
47091,Waitārere
55013,Waitārere Forest
47099,Waitātā Bay
47101,Waitātā Reach
47139,Waitematā Harbour
55709,Waitepipī Bay
7504,Waitetī Bay
47169,Waitewaewae Ōtaki Forks
47229,Waitōtara
55014,Waitōtara Forest
47230,Waitōtara River
47253,Waitūī Bay
6861,Waiwhetū
47342,Waiwhetū Stream
55218,Wakatehāua Island
6876,Wānaka
54932,Watchman Island / Te Kākāwhakaara
47765,Western Bay / Ōmapu
57502,West Ngātoro Knolls
47761,West Tāmaki Head
47811,Whaitiripapā
58856,Whaka-āhua
47855,Whakamārama
47914,Whakapoāi Point
47954,Whakatāne
47955,Whakatāne River
14228,Whakatāne Seamount
14227,Whakatāne Sea Valleys
47956,Whakatāne Stream
47959,Whakataratara / Māori Chief
47973,Whakatīwai
47974,Whakatīwai Stream
47978,Whakatū Stream
48004,Whakawhitirā
48062,Whāngaimoana
48063,Whāngaimoana Beach
48064,Whāngaimoana Stream
48066,Whāngaiotekapinga Stream
55216,Whangākea / Pandora
48085,Whangamatā
48088,Whangamatā Harbour
48094,Whangamōmona
55017,Whangamōmona Forest
48095,Whangamōmona River
48096,Whangamōmona Saddle
48115,Whangaparāoa
48114,Whangaparāoa
48116,Whangaparāoa Bay
7010,Whangaparāoa Bay
48117,Whangaparāoa Head
48118,Whangaparāoa Passage
48120,Whangaparāoa River
48124,Whangapē
14229,Whangapē Bank
48125,Whangapē Harbour
48143,Whangārei
48144,Whangārei Falls
48145,Whangārei Harbour
48146,Whangārei Heads
7292,Whangārei Port Branch
58135,Whāngioterangi / Echo Lake
54610,Whareātea Bay
48222,Wharekākā
48224,Wharekākaho Stream
55217,Wharekāpu / Paxton Point
58854,Wharekō
48248,Wharekōpae
48247,Wharekōpae
48249,Wharekōpae River
48256,Wharemāpou Stream
48289,Wharepūhunga
48288,Wharepūhunga
48296,Wharerātā
55018,Wharerātā Forest
48315,Wharetī Stream
48320,Wharetōtara Point
48335,Whārikirauponga
48336,Whārikirauponga Stream
57206,Whātaitai
55470,Whatapaka Pā
55736,Whātaumā Stream
54502,Whenua ā-kura
58809,Whetū
10239,Whirinaki Te Pua-a-Tāne Conservation Park
58376,Whitiaka-te-rā
56585,Wikitōria Bank
48940,Young Nicks Head / Te Kurī
